Profile Text,Link,Name,Designation,Department
"Ms. Mahima Dogra has obtained her BBA and MBA in HR and Marketing from Guru Gobind Singh Indraprastha University. She is a UGC-NET qualified professional in Labor Welfare/Industrial Relations/Human Resource Management/Personnel Management. With an impressive track record in innovation and research, she has 10 patents to her name. Additionally, Ms. Dogra has made significant scholarly contributions, with 3 papers published in Scopus and one in Web of Science. Furthermore, she has played a substantial role in writing chapters for 11 distinct books across diverse fields such as Management, Emerging Technologies, Analytics, Supply Chain, and Intelligent Computing.",https://www.niet.co.in/faculty/mahima-dogra,Ms. Mahima Dogra,Assistant Professor,Master of Business Administration (MBA)
"Dr. Nidhi Mehta is currently teaching at NIET, Greater Noida as an Assistant Professor. She has an extensive experience in teaching English Literature and English Language for around 12 years. Earlier, she has worked in Amity University, Lucknow Campus for 5 years, where she was Ph.D co-ordinator and taking classes for PhD (Eng), M. Phil, M.A. and B.A. students along with business communication for other departments. She has taught communication skills/soft skills in various engineering colleges in different parts of the country.

She has worked on the topic “A Comparative Study in the Poems of Sylvia Plath and Kamala Das” for her doctoral thesis from Allahabad University. An essay of one thousand words has been published in an International Online Journal Plath Profiles- Vol 3 (Indiana Univ. USA), poem “The Wordsmith” and research papers have been published in The Enchanting Verses International, few poems in Muse India an online journal. She was also managing the poetry based article section for http://www.theenchantingverses.org/ (an online journal), poem “Origami of Life” was published in an international journal “Literary Laundry.”

Dr. Mehta has published around 20 research papers and 10 articles in UGC recognised and Scopus indexed National and International journals/conferences. She has been on Editorial Boards and review Panels of many scholarly journals. She has also authored a book on the confessional poetry of Sylvia Plath and Kamala Das. She has also delivered guest lectures as a resource person in different colleges. She has also won gold medal in Swayam NPTEL certification course in Soft skills teaching.",https://www.niet.co.in/faculty/nidhi-mehta,Dr. Nidhi Mehta,Assistant Professor,Humanities & Applied Sciences
"Ms. Mona Devi currently working as an Assistant Professor in Data Science Department at Noida Institute of Engg. and Technology, Greater Noida, U.P. She holds her Master Degree from Kurukshetra Universirty, Haryana. Her roles and responsibilities include teaching courses like Logic Design and Computer Architecture, Computer Organisation & Architecture, Sensor & its Applications, Sensor and Instrumentation, Microprocessor, Cyber Security etc. She has Indian Patents and research papers in conferences. She has also took part in various FDPs/Workshops. She has also done courses in data science, Internet of things (IoT) from various platforms like coursera/udemy etc.",https://www.niet.co.in/faculty/mona-devi,Ms. Mona Devi,Assistant Professor,Data Science
"Veenita Rai is a research scholar in the Department of English and Modern European Languages, University of Lucknow. Her research work focuses on the representation of mental illness in Indian English Literature. Her areas of interest include Medical Humanities, Health Humanities, Disability Studies and mental health issues. Through her works, she aims to offer a critical and empathetic perspective to these topics, bringing about greater awareness and understanding.

Currently serving as an Assistant Professor at N.I.E.T., Greater Noida, Ms. Rai brings a dynamic approach to teaching by emphasizing the development of effective communication skills among future professionals. With a passion for bridging academic rigor and industry relevance, she integrates practical applications into her classroom strategies. Her goal is to inspire students to excel not only in their academic pursuits but also in their professional endeavors, equipping them to contribute meaningfully to their chosen fields.",https://www.niet.co.in/faculty/veenita-rai,Ms. Veenita Rai,Assistant Professor,Humanities & Applied Sciences
"Mr. Mohd. Abdul Mateen Siddiqui, Assistant Professor in Noida Institute of Engineering and Technology (NIET), Greater Noida.

He has completed B.Tech. in Computer Science and Engineering from Integral University, Lucknow and completed his M.Tech. in Computer Science and Engineering with Specialization in Cyber Forensics and Information Security from Jamia Hamdard, New Delhi and his area of research is in Cyber Forensics. He has published one research paper titled “Digital Forensic Analysis of Smart Wearable Devices and IoT Devices” in International Conference on Applied Mathematics and Computer Sciences (ICAMCS-22) at National Institute for Engineering and Research (NIER).",https://www.niet.co.in/faculty/mohd-abdul-mateen-siddiqui,Mr. Mohd. Abdul Mateen Siddiqui,Assistant Professor,Cyber Security
"Education

M.Tech",https://www.niet.co.in/faculty/shyam-lal-sharma,Mr. Shyam Lal Sharma,Assistant Professor,Mechanical Engineering
"I am Punit Kumar working as an Assistant Professor in Department of Information Technology, NIET, Greater Noida, India.

I earned my B.Tech (CSE) from H.B.T.I, Kanpur and M.Tech (CSE) degree from Uttar Pradesh Technical University, Lucknow. I have 10 years of Teaching Experience. My area of research is Image Processing .My subject areas are COA, IoT and Web Technology.",https://www.niet.co.in/faculty/punit-kumar,Mr. Punit kumar,Assistant Professor,Computer Science & Engineering
"My name is Dr. Megha Gupta, and I am currently working as an Assistant Professor in the Department of Computer Science and Engineering at Noida Institute of Engineering and Technology (NIET), Greater Noida. I hold a Ph.D. in Computer Science from Guru Gobind Singh Indraprastha University, specializing in Digital Image Watermarking. With over six years of teaching and research experience, I have developed a strong passion for academic excellence, research innovation, and mentoring students.

I have a robust teaching portfolio that includes subjects like C, Data Structures, Algorithms, and Python. Beyond teaching, I actively serve as the M.Tech Coordinator, where I lead workshops, hackathons, and other academic events to foster a culture of innovation and learning among students.

My research interests lie in digital image watermarking, artificial intelligence, and deep learning. I have authored multiple research papers in reputed journals and conferences, demonstrating my commitment to advancing the field. As a dedicated academic, I enjoy guiding students in their learning journeys and contributing meaningfully to institutional growth through my teaching, research, and leadership initiatives.",https://www.niet.co.in/faculty/megha-gupta,Dr. Megha Gupta,Assistant Professor,Computer Science & Engineering
"Dr. Prabha Shreeraj Nair working as Professor in the Department of Information Technology in Noida Institute of Engineering and Technology Greater Noida. She has about 25 years of teaching experience. She received her Ph.D in Computer Science & Engineering from Mahatma Gandhi University.

She received her M.Tech Computer Science & Engineering with specialization in Software Engineering from Kakatiya Institute of Technology & Science Warangal affiliated to Kakatiya University.She received her B.Engineering from Chandrapur Engineering College Nagpur University She has published 40 research papers in refereed international journals and 10 research papers in the proceedings of various international conferences. Her areas of research include Augmented Reality, Virtual Reality, Software Engineering and Artificial Intelligence. She is an active member of IEI, IAENG, ISTE, ICSES and CSI.She has Published two book Machine Learning and Deep Learning in Real- Time Applications ,Artificial Intelligence in Healthcare and medical science , Five Patent Published.",https://www.niet.co.in/faculty/prabha-s-nair,Dr. Prabha S Nair,Professor and Dy. Head,Information Technology
"Education

M.Tech",https://www.niet.co.in/faculty/sanjeev-kumar,Mr. Sanjeev Kumar,Assistant Professor,Mechanical Engineering
"Mr. Ashish Kumar currently working as an Asistant Professor in the department of Computer Science & Engineering, at NIET, Greater Noida. He is having over 3 months of experience in teaching and academics. He has received his Masters Degree in Computer Science & Engineering from Noida Institute of Engineering and Technology, Greater Noida. He has published over 2 research papers. His area of expertise includes Cloud and virtualization, Computer Networks",https://www.niet.co.in/faculty/ashish-kumar,Mr. Ashish kumar,Assistant Professor,Computer Science & Engineering
